Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
WipeOut 3 The Game;"";WiiU;2012;Action;Activision;0.11;0.0;0.0;0.01;0.13;0.0;0;0.0;0;;5;0.26999999999999996;0.0;0.0;0.25;0.023333333333333334
7th Dragon 2020-II;"";PSP;2013;Role-Playing;Sega;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;0;0;0;0;0;0
Doukyuusei 2;"";SAT;1997;Role-Playing;NEC Interchannel;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;2;0.26;0.26;0.0;0.0;0.0
SkullMonkeys;"";PS;1998;Platform;DreamWorks Interactive;0.07;0.05;0.0;0.01;0.13;0.0;0;0.0;0;;0;0;0;0;0;0
Burnout;"";X;2002;Racing;Acclaim Entertainment;0.09;0.03;0.0;0.0;0.13;75.0;13;6.6;12;E;18;0.7305555555555555;0.002777777777777778;0.24111111111111116;0.4099999999999999;0.07611111111111112
Dynasty Warriors: Gundam Reborn;Dynasty Warriors;PSV;2013;Action;Namco Bandai Games;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;56;0.36375;0.19517857142857137;0.04642857142857142;0.10017857142857144;0.02035714285714287
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi;Gotouchi Tetsudou;3DS;2014;Misc;Namco Bandai Games;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;3;0.049999999999999996;0.049999999999999996;0.0;0.0;0.0
Resident Evil;"";PS3;2006;Action;Capcom;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;61;1.057115384615385;0.24346153846153842;0.26980769230769225;0.45673076923076944;0.08615384615384608
DreamWorks Super Star Kartz;"";DS;2011;Racing;Activision;0.08;0.03;0.0;0.01;0.13;0.0;0;0.0;0;E;4;0.1075;0.0;0.024999999999999998;0.0675;0.01
Little Battlers eXperience: Wars;Little Battlers eXperience;3DS;2013;Strategy;Level 5;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;4;0;0;0;0;0
Baroque;"";PS2;2007;Role-Playing;Rising Star Games;0.05;0.04;0.02;0.01;0.13;60.0;6;8.8;44;T;1;0.07;0.0;0.0;0.07;0.01
Football Manager 2012;"";PSP;2011;Sports;Sega;0.0;0.09;0.0;0.04;0.13;0.0;0;0.0;0;;17;0.45428571428571424;0.0;0.37357142857142855;0.0014285714285714286;0.07857142857142858
Jurassic: The Hunted;Jurassic;X360;2009;Shooter;Activision;0.12;0.0;0.0;0.01;0.13;60.0;4;7.2;21;T;68;3.62625;0.043750000000000004;0.08875;3.42625;0.0675
Just Dance: Disney Party;Just Dance;Wii;2012;Misc;Ubisoft;0.01;0.1;0.0;0.01;0.13;0.0;0;0.0;0;E;66;1.1010714285714287;0.020535714285714286;0.34750000000000003;0.6332142857142856;0.09982142857142852
Hour of Victory;"";X360;2007;Shooter;Midway Games;0.1;0.01;0.0;0.01;0.13;37.0;33;3.0;40;T;0;0;0;0;0;0
Yu-Gi-Oh! GX: Tag Force;Yu-Gi-Oh! GX;PSP;2006;Strategy;Konami Digital Entertainment;0.09;0.02;0.0;0.02;0.13;0.0;0;0.0;0;;47;0.5022222222222222;0.21333333333333332;0.065;0.20444444444444446;0.02055555555555556
Indianapolis 500 Legends;"";Wii;2007;Racing;Destineer;0.12;0.0;0.0;0.01;0.13;47.0;10;6.7;7;E;129;0.18333333333333335;0.0;0.016666666666666666;0.14833333333333332;0.015
NBA Ballers: Phenom;NBA Ballers;X;2006;Sports;Midway Games;0.09;0.03;0.0;0.0;0.13;70.0;23;0.0;0;E;125;0.6639999999999999;0.0028333333333333335;0.09608333333333327;0.5070833333333334;0.057333333333333236
Shimano Xtreme Fishing;"";Wii;2009;Sports;Mastiff;0.12;0.0;0.0;0.01;0.13;0.0;0;0.0;0;T;0;0;0;0;0;0
Crash Tag Team Racing;"";X;2005;Racing;Vivendi Games;0.09;0.03;0.0;0.0;0.13;69.0;17;7.8;11;E10+;3;0.31333333333333335;0.0;0.09666666666666668;0.18333333333333335;0.03333333333333333
Freedom Fighters;"";GC;2003;Shooter;Electronic Arts;0.1;0.03;0.0;0.0;0.13;83.0;15;7.8;12;T;2;0.375;0.0;0.125;0.21000000000000002;0.04
Rodea the Sky Soldier;"";WiiU;2015;Action;Nippon Ichi Software;0.09;0.02;0.01;0.01;0.13;45.0;31;6.5;81;E10+;1;0.05;0.0;0.0;0.04;0.0
Mega Man X Collection;"";GC;2006;Misc;Capcom;0.1;0.03;0.0;0.0;0.13;75.0;23;9.2;12;E;1;0.24;0.0;0.09;0.12;0.03
Left Brain Right Brain 2;"";DS;2008;Misc;Majesco Entertainment;0.12;0.0;0.0;0.01;0.13;51.0;4;0.0;0;E;1;0.16;0.0;0.0;0.15;0.01
Detana TwinBee Yahho! Deluxe Pack;"";SAT;1995;Shooter;Konami Digital Entertainment;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;1;0.09;0.08;0.0;0.0;0.01
Last Ranker;"";PSP;2010;Role-Playing;Capcom;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;35;0.34400000000000003;0.21200000000000002;0.046000000000000006;0.066;0.022
The History Channel: Great Battles - Medieval;The History Channel;X360;2010;Strategy;Slitherine Software;0.08;0.04;0.0;0.01;0.13;0.0;0;0.0;0;;8;0.095;0.075;0.015;0.0;0.005
Quantum Redshift;"";X;2002;Racing;Microsoft Game Studios;0.09;0.03;0.0;0.0;0.13;70.0;21;8.1;15;T;10;0;0;0;0;0
Smash Court Tennis Pro Tournament 2;"";PS2;2004;Sports;Sony Computer Entertainment;0.06;0.05;0.0;0.02;0.13;74.0;41;9.1;12;E;1;0.17;0.0;0.07;0.08;0.02
Brothers in Arms: Double Time;Brothers in Arms;Wii;2008;Shooter;Ubisoft;0.11;0.0;0.0;0.01;0.13;45.0;13;6.6;17;M;11;0.39;0.0;0.09818181818181819;0.24272727272727268;0.04454545454545455
Legends of Wrestling II;"";X;2002;Fighting;Acclaim Entertainment;0.09;0.03;0.0;0.0;0.13;62.0;14;0.0;0;T;3;0.17333333333333334;0.0;0.05666666666666667;0.10000000000000002;0.013333333333333334
Power Pro Kun Pocket 13;"";DS;2010;Sports;Konami Digital Entertainment;0.0;0.0;0.13;0.0;0.13;0.0;0;0.0;0;;13;0.2223076923076923;0.21923076923076923;0.0;0.0;0.003076923076923077
Armed and Dangerous;"";X;2003;Shooter;LucasArts;0.09;0.03;0.0;0.0;0.13;79.0;41;7.2;15;T;0;0;0;0;0;0
Teenage Mutant Ninja Turtles: Arcade Attack;Teenage Mutant Ninja Turtles;DS;2009;Action;Ubisoft;0.12;0.0;0.0;0.01;0.13;36.0;8;4.8;4;E10+;32;0.5083333333333333;0.030416666666666665;0.08958333333333333;0.37125;0.017083333333333332
Space Bust-A-Move;"";DS;2008;Puzzle;Square Enix;0.1;0.02;0.0;0.01;0.13;71.0;20;0.0;0;E;0;0;0;0;0;0
World Soccer Winning Eleven 2002;"";PS;2002;Sports;Konami Digital Entertainment;0.0;0.0;0.12;0.01;0.13;0.0;0;0.0;0;;18;1.0627777777777776;0.43666666666666665;0.4427777777777777;0.043888888888888894;0.1383333333333333
Actua Tennis;"";PS;1997;Sports;Gremlin Interactive Ltd;0.07;0.05;0.0;0.01;0.13;0.0;0;0.0;0;;56;0.4090566037735849;0.13169811320754712;0.11433962264150944;0.12849056603773581;0.03358490566037737
Monster Truck Madness;"";GBA;2003;Racing;THQ;0.09;0.03;0.0;0.0;0.12;75.0;10;0.0;0;E;1;0.3;0.0;0.06;0.24;0.0
Puella Magi Madoka Magica Portable;"";PSP;2012;Role-Playing;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;59;0.32999999999999996;0.21000000000000002;0.024;0.076;0.02
Sonic Jam;"";SAT;1997;Platform;Sega;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
Peter Jacobsens Golden Tee Golf;"";PS;2000;Sports;Infogrames;0.07;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
Avatar: The Last Airbender - Into the Inferno;Avatar;DS;2008;Adventure;THQ;0.11;0.01;0.0;0.01;0.12;0.0;0;0.0;0;;18;0.27666666666666667;0.0;0.03833333333333333;0.21833333333333335;0.018333333333333333
Just Cause 2;"";PC;2010;Action;Square Enix;0.0;0.1;0.0;0.02;0.12;84.0;33;7.7;842;M;8;0.8149999999999998;0.02125;0.41624999999999995;0.26875;0.11
Disney's Atlantis: The Lost Empire;Disney's Atlantis;GBA;2001;Platform;THQ;0.09;0.03;0.0;0.0;0.12;0.0;0;0.0;0;E;62;0.4415384615384615;0.060000000000000005;0.09615384615384616;0.27076923076923076;0.011538461538461537
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG;"";SAT;1998;Sports;Sega;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
Dragon Quest Builders: Revive Alefgard;Dragon Quest Builders;PS3;2016;Role-Playing;Square Enix;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;65;0.9696296296296295;0.7855555555555553;0.06851851851851852;0.09666666666666668;0.01925925925925926
NeverDead;"";PS3;2012;Shooter;Konami Digital Entertainment;0.06;0.04;0.01;0.02;0.12;50.0;32;4.7;47;M;1;0.1;0.0;0.03;0.06;0.01
High Velocity: Mountain Racing Challenge;High Velocity;SAT;1995;Racing;Atlus;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;84;0.3342857142857144;0.028214285714285713;0.09928571428571424;0.18464285714285714;0.021428571428571436
Tales of Berseria;"";PS3;2016;Role-Playing;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;49;0.4945833333333334;0.30458333333333343;0.05541666666666667;0.10916666666666668;0.02541666666666667
Capcom vs. SNK 2: Millionaire Fighting 2001;Capcom vs. SNK 2;DC;2001;Fighting;Capcom;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;22;0.3038095238095238;0.0561904761904762;0.08857142857142856;0.12095238095238095;0.038571428571428576
Criticom;"";PS;1996;Fighting;Vic Tokai;0.07;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
SCORE International Baja 1000: The Official Game;SCORE International Baja 1000;X360;2008;Racing;Activision;0.11;0.01;0.0;0.01;0.12;0.0;0;0.0;0;;106;0.09571428571428572;0.0;0.01;0.07714285714285715;0.008571428571428572
Need for Speed: ProStreet;Need for Speed;DS;2007;Racing;Electronic Arts;0.11;0.01;0.0;0.01;0.12;74.0;8;7.4;10;E;84;1.2331645569620255;0.01367088607594937;0.46417721518987326;0.5825316455696203;0.1740506329113923
Mega Man X: Command Mission;Mega Man X;GC;2004;Role-Playing;Capcom;0.1;0.02;0.0;0.0;0.12;67.0;21;7.3;12;E;45;0.5914285714285714;0.3985714285714286;0.03142857142857143;0.14857142857142858;0.011428571428571429
Charm Girls Club: My Fashion Mall;Charm Girls Club;DS;2009;Simulation;Electronic Arts;0.12;0.0;0.0;0.01;0.12;0.0;0;0.0;0;E;5;0.32;0.0;0.03;0.26666666666666666;0.02666666666666667
Deepak Chopras Leela;"";Wii;2011;Misc;THQ;0.1;0.01;0.0;0.01;0.12;0.0;0;0.0;0;E;1;0.12;0.0;0.04;0.07;0.01
NHL 2K7;"";PS3;2006;Sports;Take-Two Interactive;0.11;0.0;0.0;0.01;0.12;79.0;24;6.6;5;E10+;21;0.21238095238095234;0.0;0.048571428571428585;0.14428571428571427;0.02
Sleeping Dogs;"";PC;2012;Action;Square Enix ;0.06;0.05;0.0;0.01;0.12;81.0;23;8.2;1219;M;15;0.9814285714285714;0.02428571428571429;0.4514285714285714;0.36;0.14714285714285716
Worms 3D;"";PS2;2003;Strategy;Sega;0.06;0.05;0.0;0.02;0.12;70.0;31;7.8;22;T;2;0.065;0.0;0.01;0.045;0.0
Gladiator Begins;"";PSP;2010;Action;PQube;0.05;0.01;0.05;0.01;0.12;59.0;9;8.0;14;M;7;0.18;0.0;0.035;0.135;0.005
Clock Tower: The First Fear;Clock Tower;PS;1997;Adventure;Human Entertainment;0.0;0.0;0.12;0.01;0.12;0.0;0;0.0;0;;21;0.23400000000000004;0.132;0.028000000000000004;0.05600000000000001;0.015999999999999997
Zenses: Rainforest;Zenses;DS;2008;Puzzle;Game Factory;0.1;0.01;0.0;0.01;0.12;59.0;4;0.0;0;E;1;0.12;0.0;0.01;0.11;0.01
Kidou Senshi Gundam Seed Battle Destiny;"";PSV;2012;Action;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
Diner Dash: Sizzle & Serve;Diner Dash;PSP;2007;Puzzle;Eidos Interactive;0.11;0.0;0.0;0.01;0.12;0.0;0;0.0;0;;16;0.18333333333333335;0.0;0.016666666666666666;0.15333333333333335;0.013333333333333334
Impossible Mission;"";DS;2007;Platform;System 3 Arcade Software;0.11;0.0;0.0;0.01;0.12;61.0;8;4.8;6;E;7;0.10400000000000001;0.0;0.038;0.05600000000000001;0.01
Kilari: Na-san, Mon Meilleur Ami;Kilari;DS;2006;Simulation;Konami Digital Entertainment;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;41;0.01;0.01;0.0;0.0;0.0
Strikers 1945;"";PS;1998;Shooter;Midas Interactive Entertainment;0.07;0.05;0.0;0.01;0.12;63.0;5;8.2;6;E;14;0.05;0.05;0.0;0.0;0.0
Ochaken no Heya DS;"";DS;2006;Simulation;MTO;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;95;0.04555555555555556;0.044444444444444446;0.0011111111111111111;0.0;0.0
Galidor: Defenders of the Outer Dimension;Galidor;GBA;2002;Action;Electronic Arts;0.09;0.03;0.0;0.0;0.12;53.0;5;0.0;0;E;37;0.36375;0.00125;0.120625;0.19875;0.04062500000000001
Fire ProWrestling S: 6Men Scramble;Fire ProWrestling S;SAT;1996;Fighting;Human Entertainment;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;3;0.26666666666666666;0.22333333333333336;0.01;0.03;0.0
Pryzm Chapter One: The Dark Unicorn;Pryzm Chapter One;PS2;2002;Adventure;TDK Mediactive;0.06;0.05;0.0;0.02;0.12;59.0;8;5.2;6;T;129;0.10833333333333335;0.0;0.04416666666666667;0.0525;0.011666666666666665
Gundam Battle Royale;"";PSP;2006;Action;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
Eat Lead: The Return of Matt Hazard;Eat Lead;X360;2009;Shooter;D3Publisher;0.1;0.01;0.0;0.01;0.12;53.0;53;7.0;27;T;35;0.4;0.0;0.09;0.29;0.015
Samurai Warriors 4-II;"";PS4;2015;Action;Tecmo Koei;0.03;0.02;0.06;0.01;0.12;73.0;26;7.4;25;T;2;0.08499999999999999;0.08499999999999999;0.0;0.0;0.0
Akibas Trip: Undead & Undressed;Akibas Trip;PS4;2014;Action;Acquire;0.09;0.0;0.02;0.02;0.12;0.0;0;0.0;0;;9;0.31399999999999995;0.048;0.096;0.124;0.041999999999999996
Karaoke Revolution;"";X360;2009;Misc;Konami Digital Entertainment;0.12;0.0;0.0;0.01;0.12;62.0;5;0.0;0;T;21;0.2414285714285714;0.0;0.056190476190476187;0.16142857142857142;0.022380952380952387
Yakuza Kiwami;"";PS3;2016;Adventure;Sega;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;3;0.16;0.16;0.0;0.0;0.0
Zen-Nippon Pro Wrestling: Ouja no Kon;Zen-Nippon Pro Wrestling;PS;1999;Fighting;Human Entertainment;0.0;0.0;0.12;0.01;0.12;0.0;0;0.0;0;;71;0.46625;0.3212499999999999;0.024999999999999998;0.1075;0.01
NASCAR 2005: Chase for the Cup;NASCAR 2005;GC;2004;Racing;Electronic Arts;0.1;0.02;0.0;0.0;0.12;0.0;0;0.0;0;;52;0.3492592592592593;0.0022222222222222222;0.0825925925925926;0.23518518518518514;0.03000000000000001
Are You Smarter than a 5th Grader? Game Time;"";X360;2009;Puzzle;THQ;0.12;0.0;0.0;0.01;0.12;0.0;0;1.3;9;E;2;0.25;0.0;0.0;0.235;0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi;Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12;PS2;2008;Misc;D3Publisher;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;14;0.06428571428571428;0.06428571428571428;0.0;0.0;0.0
Guilty Gear X;"";PS2;2001;Fighting;Sammy Corporation;0.06;0.05;0.0;0.02;0.12;79.0;15;7.8;16;T;3;0.18666666666666668;0.05333333333333334;0.04;0.08;0.01
Obscure: The Aftermath;Obscure;Wii;2008;Action;Playlogic Game Factory;0.11;0.0;0.0;0.01;0.12;53.0;19;8.1;14;M;3;0.09;0.0;0.03;0.05;0.01
Zenses: Ocean;Zenses;DS;2008;Puzzle;Game Factory;0.11;0.01;0.0;0.01;0.12;56.0;5;0.0;0;E;19;0.12;0.0;0.01;0.1;0.01
One Piece: Pirate Warriors 2;One Piece;PSV;2013;Action;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;22;0.4011111111111111;0.23444444444444443;0.10555555555555557;0.03222222222222222;0.031111111111111114
NHL 2002;"";GBA;2002;Sports;Electronic Arts;0.09;0.03;0.0;0.0;0.12;0.0;0;0.0;0;E;111;0.3289622641509433;0.0;0.08433962264150933;0.21292452830188685;0.031037735849056555
EVE: Valkyrie;EVE;PS4;2016;Shooter;CCP;0.05;0.06;0.0;0.02;0.12;71.0;29;6.4;42;T;15;0;0;0;0;0
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED;Mugen no Frontier;DS;2010;Role-Playing;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;41;0.10250000000000001;0.08;0.0;0.02;0.0025
Disney's PK: Out of the Shadows;Disney's PK;PS2;2002;Platform;Ubisoft;0.06;0.05;0.0;0.02;0.12;49.0;14;5.0;4;E;175;0.4694117647058823;0.04029411764705883;0.09970588235294112;0.3055882352941176;0.022352941176470596
Echo Night;"";PS;1998;Adventure;From Software;0.03;0.02;0.07;0.01;0.12;0.0;0;0.0;0;;19;0.04;0.0;0.01;0.02;0.0
Wild ARMs 5 (jp sales);"";PS2;2006;Role-Playing;505 Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
James Bond 007: Legends;James Bond 007;WiiU;2012;Shooter;Activision;0.06;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;17;0.9194117647058824;0.01941176470588235;0.32176470588235295;0.4852941176470588;0.09411764705882353
Record of Agarest War Zero;"";PS3;2010;Strategy;Ghostlight;0.09;0.0;0.03;0.01;0.12;50.0;8;6.7;38;T;1;0.1;0.0;0.0;0.09;0.01
Colony Wars III: Red Sun;Colony Wars III;PS;2000;Simulation;Psygnosis;0.07;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;16;0.325;0.0;0.125;0.185;0.025
Magic: The Gathering - Battlemage;Magic;PS;1997;Strategy;Acclaim Entertainment;0.07;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;46;0.08;0.0075;0.035;0.03;0.0075
Backyard Baseball 09;"";DS;2008;Sports;Atari;0.11;0.0;0.0;0.01;0.12;0.0;0;0.0;0;E;10;0.186;0.0;0.05;0.12300000000000003;0.012
Conception II: Children of the Seven Stars;Conception II;3DS;2013;Role-Playing;Screenlife;0.09;0.0;0.03;0.01;0.12;62.0;11;7.7;44;M;129;0.29307692307692307;0.12192307692307693;0.04423076923076925;0.1096153846153846;0.01807692307692308
The King of Fighters 94;"";NG;1994;Fighting;SNK;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;40;0.11875;0.06124999999999999;0.014500000000000002;0.03650000000000001;0.006750000000000001
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File;DS Yamamura Misa Suspense;DS;2008;Adventure;Tecmo Koei;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;4;0.22;0.22;0.0;0.0;0.0
Moshi Monsters: Katsuma Unleashed;Moshi Monsters;DS;2013;Action;Activision;0.0;0.12;0.0;0.01;0.12;0.0;0;0.0;0;E;135;0.4596296296296295;0.01925925925925926;0.09925925925925923;0.277037037037037;0.0637037037037037
All Kamen Rider: Rider Generation;All Kamen Rider;DS;2011;Action;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;17;0.07833333333333334;0.0775;0.0;0.0;0.0008333333333333334
The King of Fighters 98 Ultimate Match;"";PS2;2008;Fighting;Ignition Entertainment;0.04;0.03;0.03;0.01;0.12;73.0;11;8.7;18;T;0;0;0;0;0;0
Reader Rabbit Kindergarten;"";Wii;2010;Misc;Graffiti;0.12;0.0;0.0;0.01;0.12;0.0;0;0.0;0;E;4;0.21;0.0;0.0;0.19333333333333333;0.013333333333333334
Puzzle Quest: Challenge of the Warlords;Puzzle Quest;PS2;2007;Puzzle;D3Publisher;0.06;0.05;0.0;0.02;0.12;78.0;11;7.0;6;E10+;15;0.09866666666666668;0.002;0.006666666666666666;0.08000000000000002;0.005333333333333333
Chessmaster: The Art of Learning;Chessmaster;PSP;2008;Misc;Ubisoft;0.11;0.0;0.0;0.01;0.12;64.0;4;8.4;18;E;21;0.08900000000000001;0.001;0.008;0.077;0.004
Guardians Crusade;"";PS;1998;Role-Playing;Activision;0.07;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
MotoGP 3 - Official Game of MotoGP;"";PS2;2003;Racing;Namco Bandai Games;0.06;0.05;0.0;0.02;0.12;0.0;0;0.0;0;;1;0.06;0.0;0.02;0.03;0.01
Lemony Snickets A Series of Unfortunate Events;"";X;2004;Platform;Activision;0.09;0.03;0.0;0.0;0.12;70.0;17;7.2;5;E;53;0.618;0.31799999999999995;0.088;0.182;0.027999999999999997
Makai Kingdom: Chronicles of the Sacred Tome;Makai Kingdom;PS2;2005;Role-Playing;Tecmo Koei;0.06;0.05;0.0;0.02;0.12;77.0;41;7.3;12;T;79;0.8350000000000001;0.20718750000000002;0.15437499999999998;0.43156250000000007;0.04343750000000002
SingStar Vol. 3;"";PS3;2008;Misc;Sony Computer Entertainment;0.0;0.1;0.0;0.03;0.12;0.0;0;0.0;0;;2;0.5;0.0;0.23;0.19;0.06999999999999999
Killer is Dead;"";X360;2013;Action;Deep Silver;0.08;0.02;0.01;0.01;0.12;64.0;38;7.2;144;M;1;0.23;0.05;0.03;0.12;0.03
Neopets Petpet Adventures: The Wand of Wishing;Neopets Petpet Adventures;PSP;2006;Adventure;Sony Computer Entertainment;0.11;0.0;0.0;0.01;0.12;66.0;21;7.7;6;E;154;0.3696666666666666;0.07966666666666668;0.05266666666666667;0.22533333333333333;0.011333333333333334
The Ant Bully;"";GC;2006;Platform;Midway Games;0.09;0.02;0.0;0.0;0.12;51.0;8;0.0;0;E10+;3;0.07666666666666667;0.0;0.016666666666666666;0.05333333333333334;0.006666666666666667
M&Ms Kart Racing;"";DS;2008;Racing;Zoo Digital Publishing;0.11;0.0;0.0;0.01;0.12;0.0;0;0.0;0;;1;0.23;0.0;0.0;0.21;0.02
Bomberman Party Edition;"";PS;1998;Puzzle;Virgin Interactive;0.07;0.05;0.0;0.01;0.12;79.0;6;8.3;6;E;0;0;0;0;0;0
Ice Age: Dawn of the Dinosaurs;Ice Age;X360;2009;Action;Activision;0.09;0.02;0.0;0.01;0.12;68.0;28;7.5;6;E10+;38;0.49666666666666665;0.04888888888888889;0.14555555555555555;0.27222222222222225;0.030000000000000002
Deepak Chopras Leela;"";X360;2011;Misc;THQ;0.07;0.04;0.0;0.01;0.12;0.0;0;3.5;4;E;1;0.12;0.0;0.01;0.1;0.01
Star Trek: Conquest;Star Trek;Wii;2007;Strategy;Bethesda Softworks;0.11;0.01;0.0;0.01;0.12;49.0;18;4.9;11;E;201;0.126;0.0;0.051000000000000004;0.056999999999999995;0.016000000000000004
My Fitness Coach: Clu;My Fitness Coach;PS3;2011;Sports;Ubisoft;0.0;0.1;0.0;0.02;0.12;0.0;0;0.0;0;;17;0.708;0.0;0.312;0.322;0.074
Fat Princess: Fistful of Cake;Fat Princess;PSP;2010;Action;Sony Computer Entertainment;0.08;0.02;0.0;0.02;0.12;74.0;33;8.7;25;T;50;0.869090909090909;0.10181818181818182;0.23090909090909092;0.4681818181818182;0.06727272727272728
Major League Baseball 2K8 Fantasy All-Stars;"";DS;2008;Sports;Take-Two Interactive;0.11;0.0;0.0;0.01;0.12;59.0;8;7.0;6;E;0;0;0;0;0;0
Eyeshield 21: Max Devil Power;Eyeshield 21;DS;2006;Role-Playing;Nintendo;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;154;0.1530769230769231;0.08153846153846155;0.01153846153846154;0.05384615384615384;0.006153846153846154
Summon Night 3;"";PSP;2012;Role-Playing;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;14;0.09916666666666668;0.09083333333333334;0.0008333333333333334;0.007500000000000001;0.0008333333333333334
Jikkyou Powerful Pro Baseball 2016;"";PS3;2016;Sports;Konami Digital Entertainment;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;3;0.185;0.185;0.0;0.0;0.0
O.D.T.: Escape... Or Die Trying;O.D.T.;PS;1997;Adventure;Psygnosis;0.07;0.05;0.0;0.01;0.12;0.0;0;0.0;0;;45;0.14285714285714285;0.0071428571428571435;0.02428571428571429;0.09999999999999999;0.012857142857142855
Don Bradman Cricket 14;"";PS4;2015;Sports;Tru Blu Entertainment;0.01;0.09;0.0;0.02;0.12;76.0;4;7.5;21;E;4;0.0575;0.0;0.0525;0.0;0.0025
Madden NFL 06;"";DS;2005;Sports;Electronic Arts;0.11;0.0;0.0;0.01;0.12;66.0;9;6.3;12;E;96;1.3078125;0.0014583333333333332;0.07854166666666663;1.1075;0.12062499999999993
Rango: The Video Game;Rango;Wii;2011;Action;Electronic Arts;0.07;0.04;0.0;0.01;0.12;52.0;8;0.0;0;E10+;210;0.6436486486486487;0.009054054054054055;0.20918918918918908;0.3454054054054053;0.07986486486486481
Break Em All;"";DS;2005;Puzzle;D3Publisher;0.11;0.0;0.0;0.01;0.12;68.0;22;0.0;0;E;26;1.24;0.43;0.22;0.56;0.03
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God;Super Robot Wars OG Saga;PSP;2012;Strategy;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;4;0.07;0.07;0.0;0.0;0.0
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable;Mobile Suit Gundam Seed;PSP;2007;Shooter;Namco Bandai Games;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;31;0.266;0.242;0.008;0.012;0.004
San Goku Shi V;"";SAT;1996;Strategy;Tecmo Koei;0.0;0.0;0.12;0.0;0.12;0.0;0;0.0;0;;0;0;0;0;0;0
Red Faction II;"";X;2003;Shooter;THQ;0.09;0.03;0.0;0.0;0.12;74.0;20;5.8;11;M;2;0.765;0.0;0.395;0.26;0.115
