Name;Series;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating;Predecessors_Count;Predecessors_Global_Sales_Mean;Predecessors_JP_Sales_Mean;Predecessors_EU_Sales_Mean;Predecessors_NA_Sales_Mean;Predecessors_Other_Sales_Mean
Armored Core: Master of Arena;Armored Core;PS;1999;Simulation;From Software;0.07;0.05;0.13;0.02;0.26;0.0;0;0.0;0;;11;0.15000000000000002;0.07818181818181819;0.022727272727272728;0.039999999999999994;0.00909090909090909
Fire Emblem: Thracia 776;Fire Emblem;SNES;1999;Strategy;Nintendo;0.0;0.0;0.26;0.0;0.26;0.0;0;0.0;0;;9;0.5575;0.33;0.0475;0.1725;0.0125
Legendary;"";X360;2008;Shooter;Atari;0.08;0.15;0.0;0.03;0.26;47.0;39;7.1;87;M;15;0.075;0.0;0.02;0.04;0.01
Rayman DS;"";DS;2005;Platform;Ubisoft;0.21;0.03;0.0;0.02;0.26;58.0;20;7.6;19;E;0;0;0;0;0;0
Desert Falcon;"";2600;1987;Shooter;Atari;0.24;0.01;0.0;0.0;0.26;0.0;0;0.0;0;;7;0.13333333333333333;0.0;0.03;0.09999999999999999;0.0033333333333333335
Peter Jacksons King Kong: The Official Game of the Movie;Peter Jacksons King Kong;X360;2005;Action;Ubisoft;0.2;0.03;0.0;0.02;0.26;80.0;57;7.5;79;T;5;0.626;0.0;0.25;0.304;0.07400000000000001
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV;Tengai Makyou;SAT;1997;Role-Playing;Hudson Soft;0.0;0.0;0.26;0.0;0.26;0.0;0;0.0;0;;0;0;0;0;0;0
ATV: Quad Power Racing;ATV;GBA;2002;Racing;Liquid Games;0.18;0.07;0.0;0.0;0.26;49.0;7;0.0;0;E;2;0.5750000000000001;0.0;0.195;0.33999999999999997;0.04
A.C.E.: Another Centurys Episode 3: The Final;A.C.E.;PS2;2007;Simulation;Banpresto;0.0;0.0;0.26;0.0;0.26;0.0;0;0.0;0;;5;0.16599999999999998;0.16599999999999998;0.0;0.0;0.0
Metroid Prime Pinball;"";DS;2005;Misc;Nintendo;0.21;0.0;0.02;0.02;0.26;79.0;51;7.9;32;E;0;0;0;0;0;0
Backyard NFL Football;"";GC;2002;Sports;Infogrames;0.2;0.05;0.0;0.01;0.26;0.0;0;0.0;0;;12;0.14083333333333334;0.0;0.02916666666666667;0.10166666666666668;0.010833333333333332
All-Star Baseball 2003;"";X;2002;Sports;Acclaim Entertainment;0.19;0.06;0.0;0.01;0.26;79.0;15;8.1;7;E;15;0.2826666666666667;0.0;0.07133333333333332;0.19133333333333333;0.019333333333333334
MTX Mototrax;"";PS2;2004;Racing;Activision;0.13;0.1;0.0;0.03;0.26;77.0;30;8.1;9;E;2;0.07500000000000001;0.0;0.01;0.05500000000000001;0.0
Tomb Raider: Underworld (Others sales);Tomb Raider;PS2;2009;Adventure;Eidos Interactive;0.0;0.21;0.0;0.04;0.26;0.0;0;0.0;0;;21;0;0;0;0;0
NHL Rock the Rink;"";PS;1999;Sports;Electronic Arts;0.14;0.1;0.0;0.02;0.26;0.0;0;0.0;0;;0;0;0;0;0;0
NBA ShootOut 2004;"";PS2;2003;Sports;Sony Computer Entertainment;0.13;0.1;0.0;0.03;0.26;58.0;19;7.8;8;E;51;0.5140816326530611;0.003673469387755102;0.07653061224489793;0.38163265306122457;0.05122448979591834
Super Robot Taisen R;"";GBA;2002;Strategy;Banpresto;0.0;0.0;0.25;0.01;0.26;0.0;0;0.0;0;;0;0;0;0;0;0
Nancy Drew: The Mystery of the Clue Bender Society;Nancy Drew;DS;2008;Adventure;Codemasters;0.24;0.0;0.0;0.02;0.26;46.0;5;3.6;5;E10+;7;0.041666666666666664;0.0;0.0;0.03333333333333333;0.0016666666666666668
Castlevania: Harmony of Dissonance;Castlevania;GBA;2002;Platform;Konami Digital Entertainment;0.16;0.06;0.04;0.0;0.26;87.0;27;8.2;39;T;19;0.52125;0.05749999999999999;0.10875000000000001;0.3225;0.0325
Madden NFL 08;"";DS;2007;Sports;Electronic Arts;0.23;0.0;0.0;0.02;0.26;71.0;11;0.0;0;E;96;1.3063541666666667;0.0014583333333333332;0.07854166666666663;1.10625;0.12052083333333326
Hatsune Miku: Project Diva F 2nd;Hatsune Miku;PS3;2014;Misc;Sega;0.1;0.03;0.1;0.03;0.26;78.0;15;8.6;49;T;10;0.2644444444444444;0.20222222222222225;0.01;0.044444444444444446;0.01111111111111111
Formula One 2001;"";PS2;2001;Racing;Sony Computer Entertainment;0.13;0.1;0.0;0.03;0.26;73.0;18;6.0;5;E;9;0.2671428571428572;0.11857142857142858;0.10428571428571429;0.03428571428571429;0.01
The Penguins of Madagascar;"";DS;2010;Action;THQ;0.12;0.11;0.0;0.02;0.26;0.0;0;0.0;0;E;8;0.11999999999999998;0.0;0.04250000000000001;0.07125000000000001;0.00625
Doukyuusei if;"";SAT;1996;Role-Playing;NEC;0.0;0.0;0.26;0.0;0.26;0.0;0;0.0;0;;2;0.13;0.13;0.0;0.0;0.0
Pirates of the Caribbean: Dead Mans Chest;Pirates of the Caribbean;DS;2006;Adventure;Disney Interactive Studios;0.23;0.01;0.0;0.02;0.26;63.0;11;8.6;7;T;10;0.3333333333333333;0.0;0.06999999999999999;0.23333333333333336;0.02
Baldurs Gate: Dark Alliance II;Baldurs Gate;X;2004;Role-Playing;Acclaim Entertainment;0.19;0.06;0.0;0.01;0.26;77.0;44;7.9;16;T;5;0.458;0.0;0.164;0.246;0.052000000000000005
Madden NFL 2005;"";DS;2004;Sports;Electronic Arts;0.24;0.0;0.0;0.02;0.26;68.0;25;7.7;7;E;96;1.3063541666666667;0.0014583333333333332;0.07854166666666663;1.1061458333333334;0.12052083333333326
Polarium;"";DS;2004;Puzzle;Nintendo;0.13;0.01;0.11;0.01;0.26;73.0;34;8.4;17;E;0;0;0;0;0;0
MVP Baseball 2004;"";GC;2004;Sports;Electronic Arts;0.2;0.05;0.0;0.01;0.26;89.0;25;8.5;11;E;40;0.3379999999999999;0.00625;0.05300000000000001;0.24899999999999997;0.02925000000000001
The Elder Scrolls IV: Oblivion;The Elder Scrolls IV;PC;2006;Role-Playing;Take-Two Interactive;0.01;0.2;0.0;0.04;0.26;94.0;54;8.1;2468;M;2;3.745;0.135;0.94;2.26;0.41500000000000004
Secret Weapons Over Normandy;"";X;2003;Simulation;LucasArts;0.19;0.05;0.0;0.01;0.25;77.0;31;8.8;4;T;1;0.48;0.0;0.18;0.24;0.06
Super Street Fighter II: Turbo Revival;Super Street Fighter II;GBA;2001;Fighting;Ubisoft;0.18;0.07;0.0;0.0;0.25;84.0;17;7.4;10;T;0;0;0;0;0;0
Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!;Combination Pro Soccer;PS;1998;Sports;Axela;0.0;0.0;0.24;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Kidou Senshi Gundam: Giren no Yabou;Kidou Senshi Gundam;SAT;1998;Strategy;Namco Bandai Games;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;6;0.12400000000000003;0.12400000000000003;0.0;0.0;0.0
Teen Titans;"";PS2;2006;Action;THQ;0.12;0.1;0.0;0.03;0.25;56.0;12;8.2;20;E10+;10;0.20400000000000001;0.036;0.06599999999999999;0.094;0.012
Reload: Target Down;Reload;Wii;2010;Shooter;Mastiff;0.24;0.0;0.0;0.01;0.25;0.0;0;0.0;0;T;0;0;0;0;0;0
Spelling Challenges and more!;"";PSP;2007;Misc;Crave Entertainment;0.24;0.0;0.0;0.02;0.25;0.0;0;0.0;0;;1;0.59;0.0;0.0;0.54;0.04
Crusaders of Might and Magic;"";PS;1999;Role-Playing;3DO;0.14;0.1;0.0;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Star Wars The Clone Wars: Republic Heroes;Star Wars The Clone Wars;PS2;2009;Action;LucasArts;0.17;0.01;0.0;0.08;0.25;0.0;0;8.3;9;T;8;0.6075;0.0;0.16625;0.38125;0.06125
Bomberman Generation;"";GC;2002;Adventure;Vivendi Games;0.15;0.04;0.06;0.01;0.25;81.0;19;8.5;15;E;0;0;0;0;0;0
Sega Rally Revo;"";PSP;2007;Racing;Sega;0.03;0.15;0.0;0.07;0.25;74.0;14;7.2;9;E;5;0.458;0.162;0.174;0.08;0.041999999999999996
TOCA Race Driver 2: Ultimate Racing Simulator;TOCA Race Driver 2;PSP;2005;Racing;Codemasters;0.0;0.25;0.0;0.0;0.25;0.0;0;0.0;0;;2;0.095;0.0;0.025;0.06;0.005
Surfing H3O;"";PS2;2000;Sports;Take-Two Interactive;0.12;0.1;0.0;0.03;0.25;46.0;15;4.6;8;E;10;0.16142857142857145;0.0;0.037142857142857144;0.10857142857142857;0.014285714285714287
Romance of the Three Kingdoms II;"";SNES;1991;Strategy;Tecmo Koei;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;1;0.03;0.03;0.0;0.0;0.0
Ice Age 2: The Meltdown;Ice Age 2;GBA;2006;Platform;Vivendi Games;0.18;0.07;0.0;0.0;0.25;0.0;0;0.0;0;E;5;0.182;0.0;0.046;0.12000000000000002;0.016
The Suite Life of Zack & Cody: Tipton Trouble;The Suite Life of Zack & Cody;DS;2006;Action;Disney Interactive Studios;0.23;0.0;0.0;0.02;0.25;0.0;0;0.0;0;;1;0.3;0.0;0.09;0.17;0.03
NASCAR 09;"";X360;2008;Racing;Electronic Arts;0.23;0.0;0.0;0.02;0.25;69.0;32;7.8;15;E;51;0.4548;0.0;0.10519999999999996;0.31439999999999996;0.03620000000000001
Dragon Ball: XenoVerse;Dragon Ball;X360;2015;Fighting;Namco Bandai Games;0.19;0.04;0.0;0.03;0.25;0.0;0;6.7;46;T;17;0.6;0.065;0.16375;0.3025;0.06749999999999999
World Series of Poker;"";X;2005;Misc;Activision;0.19;0.05;0.0;0.01;0.25;52.0;14;0.0;0;E10+;13;0.12615384615384617;0.0;0.01076923076923077;0.10153846153846152;0.01230769230769231
NASCAR 09;"";PS3;2008;Racing;Electronic Arts;0.22;0.01;0.0;0.02;0.25;65.0;22;7.5;10;E;51;0.4548;0.0;0.10499999999999997;0.31459999999999994;0.03620000000000001
Game of Thrones;"";X360;2012;Role-Playing;Focus Home Interactive;0.15;0.08;0.0;0.02;0.25;52.0;35;5.2;126;M;7;0.16;0.0;0.085;0.05;0.02
Galactic Attack;"";SAT;1994;Shooter;Acclaim Entertainment;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;5;0.04;0.0;0.0;0.04;0.0
Power Pro Kun Pocket 2;"";G;2000;Sports;Konami Digital Entertainment;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;13;0.21307692307692305;0.21;0.0;0.0;0.003076923076923077
Zoo Resort 3D;"";3DS;2011;Simulation;Ubisoft;0.11;0.09;0.03;0.02;0.25;0.0;0;0.0;0;E;0;0;0;0;0;0
Happy Feet;"";GC;2006;Action;Midway Games;0.2;0.05;0.0;0.01;0.25;0.0;0;8.6;8;E;9;0.1357142857142857;0.0;0.008571428571428572;0.11142857142857142;0.012857142857142857
Smart Girls Playhouse;"";DS;2007;Misc;505 Games;0.24;0.0;0.0;0.02;0.25;0.0;0;0.0;0;E;14;0.12400000000000003;0.01;0.01;0.098;0.004
Walt Disney's The Jungle Book: Rhythm NGroove;Walt Disney's The Jungle Book;PS2;2003;Misc;Disney Interactive Studios;0.12;0.1;0.0;0.03;0.25;56.0;6;0.0;0;E;1;0.09;0.0;0.03;0.05;0.01
Triple Play 2002;"";X;2002;Sports;Electronic Arts;0.19;0.05;0.0;0.01;0.25;64.0;17;0.0;0;E;7;0.9785714285714285;0.0;0.35714285714285715;0.5514285714285714;0.07
Evil Zone;"";PS;1998;Fighting;Titus;0.14;0.1;0.0;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Spy Kids Challenger;"";GBA;2002;Platform;Disney Interactive Studios;0.18;0.07;0.0;0.0;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Petz: Crazy Monkeyz;Petz;Wii;2008;Simulation;Ubisoft;0.23;0.0;0.0;0.02;0.25;0.0;0;0.0;0;E;17;0.3069230769230769;0.0;0.05230769230769231;0.22461538461538463;0.028461538461538465
Silent Hunter 5: Battle of the Atlantic;Silent Hunter 5;PC;2010;Simulation;Ubisoft;0.0;0.21;0.0;0.05;0.25;62.0;26;3.5;104;T;0;0;0;0;0;0
Monsters vs. Aliens;"";Wii;2009;Action;Activision;0.14;0.09;0.0;0.02;0.25;69.0;12;0.0;0;E10+;5;0.238;0.0;0.044;0.156;0.036
L.A. Noire: The Complete Edition;L.A. Noire;PC;2011;Adventure;Take-Two Interactive;0.09;0.13;0.0;0.03;0.25;83.0;28;7.9;912;M;0;0;0;0;0;0
K-ON! Houkago Live!!;"";PSP;2010;Misc;Sega;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;1;0;0;0;0;0
A. IV Evolution: A Ressha de Ikou 4;A. IV Evolution;PS;1994;Strategy;ArtDink;0.0;0.0;0.24;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Exhibition;"";X;2001;Misc;Microsoft Game Studios;0.19;0.05;0.0;0.01;0.25;0.0;0;0.0;0;;5;0.084;0.0;0.018;0.06000000000000001;0.002
Scrabble;"";PS;1999;Misc;Ubisoft;0.14;0.1;0.0;0.02;0.25;0.0;0;0.0;0;;6;0.16249999999999998;0.0;0.025;0.125;0.01
Amped 2;"";X;2003;Sports;Microsoft Game Studios;0.2;0.04;0.0;0.01;0.25;80.0;34;7.7;20;E;4;0.49;0.0;0.065;0.41;0.015
Final Fantasy Crystal Chronicles: Echoes of Time;Final Fantasy Crystal Chronicles;Wii;2009;Role-Playing;Square Enix;0.13;0.06;0.05;0.02;0.25;64.0;29;5.6;11;E10+;3;0.565;0.345;0.034999999999999996;0.16999999999999998;0.02
Blaster Master: Blasting Again;Blaster Master;PS;2000;Shooter;Sunsoft;0.14;0.1;0.0;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
College Hoops 2K6;"";PS2;2005;Sports;Take-Two Interactive;0.12;0.1;0.0;0.03;0.25;77.0;14;7.3;6;E;9;0.2777777777777778;0.0;0.061111111111111116;0.18888888888888886;0.02444444444444445
NHL 08;"";PS3;2007;Action;Electronic Arts;0.16;0.06;0.0;0.03;0.25;86.0;23;6.9;23;E10+;111;0.1;0.0;0.005;0.085;0.01
Cartoon Network Collection: Game Boy Advance Video Volume 1;Cartoon Network Collection;GBA;2004;Misc;Majesco Entertainment;0.18;0.07;0.0;0.0;0.25;0.0;0;0.0;0;;3;0.18333333333333335;0.0;0.04666666666666667;0.13333333333333333;0.0033333333333333335
Wipeout 2;"";DS;2011;Misc;Activision;0.24;0.0;0.0;0.02;0.25;0.0;0;0.0;0;E;21;0.6471428571428571;0.0;0.0;0.6071428571428571;0.04
Juiced 2: Hot Import Nights;Juiced 2;PS3;2007;Racing;THQ;0.18;0.04;0.01;0.03;0.25;71.0;10;6.4;5;T;5;0.32799999999999996;0.002;0.13999999999999999;0.13799999999999998;0.05
Stella Glow;"";3DS;2015;Role-Playing;Atlus;0.17;0.01;0.05;0.02;0.25;79.0;32;8.7;82;T;1;0;0;0;0;0
LEGO Star Wars III: The Clone Wars;LEGO Star Wars III;PC;2011;Action;LucasArts;0.1;0.13;0.0;0.03;0.25;76.0;14;7.5;44;E10+;6;1.1666666666666667;0.0;0.42333333333333334;0.6233333333333334;0.12333333333333331
WipEout XL;"";PS;1996;Racing;Psygnosis;0.14;0.1;0.0;0.02;0.25;93.0;8;8.5;21;;6;0.505;0.0;0.17;0.1875;0.14500000000000002
The Powerpuff Girls: Chemical X-Traction;The Powerpuff Girls;PS;2001;Action;BAM! Entertainment;0.14;0.1;0.0;0.02;0.25;30.0;6;6.3;4;E;4;0.22666666666666666;0.0;0.07;0.13333333333333333;0.02
Jonah Lomu Rugby Challenge;"";PS3;2011;Sports;Home Entertainment Suppliers;0.0;0.19;0.0;0.06;0.25;64.0;6;0.0;0;E;3;0.13333333333333333;0.0;0.09000000000000001;0.03;0.016666666666666666
Dynasty Warriors 6 (JP sales);"";PS2;2008;Action;Tecmo Koei;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;1;0.04;0.04;0.0;0.0;0.0
Dead or Alive Xtreme 2;"";X360;2006;Sports;Tecmo Koei;0.15;0.02;0.06;0.02;0.25;53.0;46;6.7;42;M;3;0.22999999999999998;0.08;0.02666666666666667;0.12;0.006666666666666667
What Did I Do to Deserve This, My Lord!? 2;"";PSP;2008;Role-Playing;Nippon Ichi Software;0.06;0.0;0.18;0.01;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Hunted: The Demons Forge;Hunted;PS3;2011;Action;Bethesda Softworks;0.12;0.08;0.02;0.03;0.25;57.0;34;6.2;70;M;2;0.135;0.0;0.034999999999999996;0.08;0.01
Men of Valor;"";X;2004;Shooter;Vivendi Games;0.19;0.05;0.0;0.01;0.25;73.0;47;8.0;8;M;32;0.1657142857142857;0.0;0.045714285714285714;0.10428571428571429;0.014285714285714287
Yakuza Zero: The Place of Oath;Yakuza Zero;PS3;2015;Action;Sega;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;1;0.18;0.18;0.0;0.0;0.0
Bomberman Tournament;"";GBA;2001;Puzzle;Activision;0.1;0.04;0.1;0.01;0.25;88.0;16;0.0;0;E;0;0;0;0;0;0
Project Runway;"";Wii;2010;Simulation;Atari;0.23;0.0;0.0;0.02;0.25;0.0;0;0.0;0;E;37;0.43;0.43;0.0;0.0;0.0
Scrabble;"";DS;2009;Misc;Ubisoft;0.2;0.02;0.0;0.03;0.25;0.0;0;0.0;0;E;6;0.16249999999999998;0.0;0.045;0.11;0.0075
Prison Break: The Conspiracy;Prison Break;PS3;2010;Action;Deep Silver;0.05;0.15;0.0;0.05;0.25;42.0;33;3.8;20;T;1;0.21;0.0;0.11;0.07;0.02
Disney Sing It: Pop Hits;Disney Sing It;PS3;2009;Misc;Disney Interactive Studios;0.17;0.05;0.0;0.03;0.25;0.0;0;0.0;0;E;6;0.555;0.0;0.10166666666666668;0.37333333333333335;0.07833333333333332
Medal of Honor European Assault;"";GC;2005;Shooter;Electronic Arts;0.19;0.05;0.0;0.01;0.25;71.0;22;7.9;14;T;3;0.82;0.04666666666666667;0.2933333333333333;0.4033333333333333;0.07666666666666666
F1 2015;"";XOne;2015;Racing;Codemasters;0.09;0.15;0.0;0.02;0.25;64.0;13;5.3;22;E;71;0.5421276595744682;0.10106382978723404;0.22978723404255313;0.1546808510638298;0.05617021276595742
Skylanders SWAP Force;"";3DS;2013;Platform;Activision;0.11;0.12;0.0;0.02;0.25;68.0;12;6.4;13;E10+;6;0.9716666666666667;0.0;0.3083333333333333;0.5583333333333333;0.105
Billy Hatcher and the Giant Egg;"";GC;2003;Platform;Sega;0.19;0.05;0.0;0.01;0.25;71.0;37;8.7;32;E;2;0;0;0;0;0
NHL 08;"";X360;2007;Action;Electronic Arts;0.22;0.01;0.0;0.02;0.25;85.0;44;8.2;44;E10+;111;0.1;0.0;0.017499999999999998;0.07;0.0125
Midways Greatest Arcade Hits;"";GBA;2001;Misc;Midway Games;0.18;0.07;0.0;0.0;0.25;48.0;9;0.0;0;E;2;0.59;0.0;0.205;0.355;0.03
Create;"";Wii;2010;Action;Electronic Arts;0.21;0.02;0.0;0.02;0.25;62.0;7;0.0;0;E;4;0.12000000000000001;0.0;0.02333333333333333;0.08333333333333333;0.013333333333333334
Final Fantasy II;"";WS;2001;Role-Playing;SquareSoft;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;5;0.866;0.5119999999999999;0.06999999999999999;0.248;0.036
WipEout Fusion;"";PS2;2002;Racing;Sony Computer Entertainment;0.12;0.1;0.0;0.03;0.25;83.0;21;8.5;43;E;2;0.25;0.0;0.1;0.14;0.02
Onechanbara Z2: Chaos;Onechanbara Z2;PS4;2014;Action;Nippon Ichi Software;0.14;0.03;0.04;0.04;0.25;57.0;40;6.5;72;M;0;0;0;0;0;0
Marie no Atelier: Salburg no Renkinjutsushi;Marie no Atelier;PS;1997;Role-Playing;Gust;0.0;0.0;0.23;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Imagine: Ballet Star;Imagine;DS;2008;Simulation;Ubisoft;0.23;0.0;0.0;0.02;0.25;0.0;0;7.0;4;E;36;0.624;0.0;0.22899999999999998;0.33166666666666667;0.06366666666666669
Golden Nugget Casino;"";GBA;2004;Misc;Majesco Entertainment;0.18;0.07;0.0;0.0;0.25;0.0;0;0.0;0;E;2;0.025;0.0;0.005;0.02;0.0
NHL 06;"";X;2005;Sports;Electronic Arts;0.19;0.05;0.0;0.01;0.25;79.0;35;8.4;18;E10+;111;0.32773584905660375;0.0;0.08415094339622631;0.21198113207547176;0.030943396226415048
Minute to Win It;"";Wii;2010;Misc;Zoo Games;0.23;0.0;0.0;0.02;0.25;0.0;0;3.0;4;E;16;0.215;0.0;0.0;0.205;0.015
Atari Anthology;"";X;2004;Misc;Atari;0.19;0.05;0.0;0.01;0.25;68.0;15;0.0;0;E;1;0.4;0.0;0.01;0.33;0.05
TV Superstars;"";PS3;2010;Misc;Sony Computer Entertainment;0.08;0.12;0.0;0.05;0.25;56.0;17;4.9;8;E;0;0;0;0;0;0
Ultimate Fighting Championship;"";PS;2000;Fighting;Ubisoft;0.14;0.09;0.0;0.02;0.25;53.0;6;7.4;16;T;2;0.2;0.0;0.06999999999999999;0.11;0.02
Animal Paradise;"";DS;2007;Simulation;Empire Interactive;0.09;0.14;0.0;0.02;0.25;49.0;7;0.0;0;E;0;0;0;0;0;0
XIII;"";X;2003;Shooter;Ubisoft;0.16;0.08;0.0;0.01;0.25;74.0;38;8.3;15;M;10;0.32999999999999996;0.0;0.12;0.17500000000000002;0.035
Up;"";PS3;2009;Action;THQ;0.15;0.06;0.0;0.03;0.25;65.0;5;6.5;4;E10+;43;0.2855555555555555;0.0;0.08888888888888889;0.14222222222222222;0.05444444444444444
Chibi-Robo! Zip Lash;"";3DS;2015;Platform;Nintendo;0.1;0.08;0.06;0.02;0.25;0.0;0;0.0;0;;5;0;0;0;0;0
Michael Jackson: The Experience;Michael Jackson;DS;2010;Misc;Ubisoft;0.21;0.02;0.0;0.02;0.25;64.0;5;6.6;5;E10+;6;1.0266666666666668;0.0016666666666666668;0.29833333333333334;0.6316666666666667;0.09833333333333334
Samurai Shodown II;"";NG;1994;Fighting;SNK;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
My Virtual Tutor: Reading Adventure Kindergarten to First;My Virtual Tutor;DS;2009;Misc;Mentor Interactive;0.23;0.0;0.0;0.02;0.25;0.0;0;0.0;0;;2;0.355;0.0;0.0;0.32999999999999996;0.025
SpongeBos Truth or Square (US sales);"";X360;2009;Action;THQ;0.25;0.0;0.0;0.0;0.25;0.0;0;0.0;0;;3;0.4000000000000001;0.0;0.0033333333333333335;0.39666666666666667;0.0
MotoGP 07;"";X360;2007;Racing;THQ;0.23;0.0;0.0;0.02;0.25;78.0;20;7.3;11;E;28;0.12785714285714284;0.0071428571428571435;0.05678571428571431;0.041071428571428585;0.022142857142857148
Cars;"";X360;2006;Racing;THQ;0.22;0.01;0.0;0.02;0.25;65.0;16;6.1;8;E;44;0.5260975609756098;0.007560975609756097;0.17756097560975612;0.28926829268292675;0.051707317073170715
NBA Showtime: NBA on NBC;NBA Showtime;N64;1999;Sports;Midway Games;0.23;0.02;0.0;0.0;0.25;0.0;0;0.0;0;;1;0.55;0.0;0.21;0.31;0.04
Wayne Gretzkys 3D Hockey 98;"";N64;1997;Sports;Midway Games;0.23;0.02;0.0;0.0;0.25;0.0;0;0.0;0;;2;0.29000000000000004;0.0;0.025;0.26;0.0
Hybrid Heaven;"";N64;1999;Role-Playing;Konami Digital Entertainment;0.16;0.04;0.05;0.0;0.25;0.0;0;0.0;0;;8;0.04;0.04;0.0;0.0;0.0
NBA Courtside 2 featuring Kobe Bryant;"";N64;1999;Sports;Nintendo;0.2;0.05;0.0;0.0;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Fox Sports College Hoops 99;"";N64;1998;Sports;Fox Interactive;0.2;0.05;0.0;0.0;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
F1 Pole Position 64;"";N64;1997;Racing;Ubisoft;0.11;0.13;0.0;0.01;0.25;0.0;0;0.0;0;;38;0.6341666666666667;0.0825;0.27208333333333323;0.22;0.05958333333333335
Gex 64: Enter the Gecko;Gex 64;N64;1998;Action;GT Interactive;0.2;0.05;0.0;0.0;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
MRC: Multi-Racing Championship;MRC;N64;1997;Racing;Ocean;0.2;0.05;0.0;0.0;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Wheel of Fortune;"";N64;1997;Misc;Take-Two Interactive;0.2;0.05;0.0;0.0;0.25;0.0;0;0.0;0;;5;0.8019999999999999;0.0;0.156;0.588;0.05600000000000001
Beyblade: Metal Fusion;Beyblade;DS;2009;Role-Playing;Hudson Soft;0.07;0.03;0.14;0.01;0.25;36.0;4;0.0;0;E;2;0;0;0;0;0
Karaoke Joysound Wii;"";Wii;2008;Misc;Hudson Soft;0.0;0.0;0.25;0.0;0.25;0.0;0;0.0;0;E10+;2;0.09;0.09;0.0;0.0;0.0
The Bureau: XCOM Declassified;The Bureau;PS3;2013;Shooter;Take-Two Interactive;0.08;0.13;0.0;0.04;0.25;69.0;22;6.7;79;M;2;0.13;0.0;0.07500000000000001;0.05;0.01
Need for Speed Rivals;"";PC;2013;Racing;Electronic Arts;0.04;0.19;0.0;0.02;0.25;76.0;16;3.3;547;E10+;40;1.1564864864864866;0.012972972972972972;0.45189189189189205;0.5332432432432433;0.16027027027027022
Madagascar: Escape 2 Africa;Madagascar;X360;2008;Action;Activision;0.12;0.1;0.0;0.03;0.25;62.0;23;0.0;0;E10+;6;0.39666666666666667;0.0;0.10666666666666667;0.21999999999999997;0.07
The Mummy: Tomb of the Dragon Emperor;The Mummy;PS2;2008;Action;Vivendi Games;0.12;0.1;0.0;0.03;0.25;38.0;7;6.8;6;T;2;0.09;0.0;0.0;0.08;0.01
Def Jam Vendetta;"";GC;2003;Fighting;Electronic Arts;0.19;0.05;0.0;0.01;0.25;81.0;22;8.5;8;T;23;1.94;0.0;0.74;0.95;0.25
Scooby-Doo! Unmasked;"";PS2;2005;Platform;THQ;0.12;0.1;0.0;0.03;0.25;0.0;0;0.0;0;;10;0.128;0.0;0.028000000000000004;0.098;0.004
Penny Racers;"";PS;1996;Racing;Sony Computer Entertainment;0.0;0.0;0.23;0.02;0.25;0.0;0;0.0;0;;51;0.36512195121951213;0.08634146341463415;0.08390243902439025;0.16756097560975605;0.026829268292682933
Spider-Man: Web of Shadows;Spider-Man;Wii;2008;Action;Activision;0.22;0.01;0.0;0.02;0.25;63.0;20;6.9;13;T;27;0.5257692307692309;0.0019230769230769232;0.12499999999999994;0.366153846153846;0.03115384615384616
The Sims 2;"";X;2005;Simulation;Electronic Arts;0.19;0.05;0.0;0.01;0.25;75.0;31;7.1;8;T;80;0.8562337662337663;0.0009090909090909092;0.36896103896103916;0.4046753246753248;0.08090909090909085
Caesars Palace II;"";PS;1998;Misc;Interplay;0.14;0.09;0.0;0.02;0.25;0.0;0;0.0;0;;0;0;0;0;0;0
Etrian Mystery Dungeon;"";3DS;2015;Role-Playing;Nippon Ichi Software;0.1;0.01;0.13;0.01;0.25;77.0;44;7.9;49;E10+;0;0;0;0;0;0
